Episodic Rewards,Episodic Costs,Episode Lengths
8.0,0.5,32
6.0,1.0,18
43.0,0.5,82
28.0,1.0,66
64.0,1.0,141
11.0,1.0,22
3.0,1.0,10
39.0,1.0,71
3.0,1.0,7
9.0,1.0,23
14.0,1.0,52
18.0,0.5,60
9.0,0.5,19
24.0,1.0,61
11.0,0.5,33
35.0,1.0,62
9.0,1.0,13
7.0,1.0,16
16.0,1.0,50
9.0,1.0,48
7.0,1.0,17
7.0,1.0,17
2.0,1.0,19
44.0,1.0,96
17.0,0.5,39
13.0,1.0,61
38.0,1.0,76
63.0,1.0,150
27.0,0.5,59
15.0,1.0,71
