Episodic Rewards,Episodic Costs,Episode Lengths
5.555555373,0.200000003,61
145.8333289,1,288
2.777777687,0.200000003,54
5.555555373,0.200000003,30
29.16666571,0.200000003,100
151.3888846,1,249
19.44444381,0.200000003,64
2.777777687,0.200000003,89
33.33333291,0.200000003,86
4.16666653,0.200000003,12
5.555555373,0.200000003,73
0,0.200000003,51
0,0.200000003,51
19.44444381,0.200000003,77
86.11110829,0.200000003,197
2.777777687,0.200000003,8
0,0.200000003,51
11.11111075,0.200000003,65
1.388888843,0.200000003,95
0,0.200000003,51
4.16666653,0.200000003,16
15.27777728,0.200000003,83
16.66666612,0.200000003,73
54.16666523,0.200000003,144
6.944444217,0.200000003,20
6.944444217,0.200000003,75
9.722221904,0.200000003,76
91.66666366,0.200000003,217
5.555555373,0.200000003,63
0,0.200000003,51
