Episodic Rewards,Episodic Costs,Episode Lengths
7.21153859,0.200000003,23
0,0.200000003,10
14.42307718,0.200000003,26
2.163461577,0.200000003,56
5.048077013,0.200000003,101
0,0.200000003,51
0,0.200000003,51
0,0.200000003,51
0,0.200000003,51
0.721153859,0.200000003,19
0.721153859,0.200000003,83
1.442307718,0.200000003,58
1.442307718,0.200000003,11
0,0.200000003,51
17.30769262,0.200000003,80
0,0.200000003,51
0,0.200000003,51
2.884615436,0.200000003,94
0.721153859,0.200000003,78
0,0.200000003,51
2.163461577,0.200000003,9
0,0.200000003,51
0,0.200000003,51
0,0.200000003,51
1.442307718,0.200000003,11
0,0.200000003,51
0,0.200000003,51
0.721153859,0.200000003,52
2.884615436,0.200000003,8
0,0.200000003,51
