Episodic Rewards,Episodic Costs
4.0,1.0
35.0,1.0
118.0,1.0
198.0,1.0
125.0,1.0
0.0,1.0
10.0,1.0
86.0,1.0
0.0,1.0
41.0,1.0
192.0,1.0
140.0,1.0
35.0,1.0
33.0,1.0
1.0,1.0
175.0,1.0
0.0,1.0
163.0,1.0
157.0,1.0
188.0,1.0
61.0,1.0
98.0,1.0
102.0,1.0
9.0,1.0
203.0,1.0
156.0,1.0
72.0,1.0
0.0,1.0
165.0,1.0
173.0,1.0
