Episodic Rewards,Episodic Costs
58.0,1.0
119.0,1.0
76.0,1.0
63.0,1.0
1.0,1.0
108.0,1.0
187.0,1.0
0.0,1.0
58.0,1.0
36.0,1.0
139.0,1.0
48.0,1.0
184.0,1.0
92.0,1.0
113.0,1.0
4.0,1.0
18.0,1.0
179.0,1.0
29.0,1.0
114.0,1.0
54.0,1.0
156.0,1.0
77.0,1.0
2.0,1.0
58.0,1.0
67.0,0.5
37.0,1.0
43.0,1.0
21.0,1.0
