Episodic Rewards,Episodic Costs
151.0,1.0
147.0,1.0
59.0,1.0
139.0,1.0
1.0,1.0
60.0,1.0
5.0,1.0
9.0,1.0
11.0,1.0
45.0,1.0
150.0,1.0
33.0,0.5
24.0,1.0
3.0,1.0
140.0,1.0
150.0,1.0
3.0,1.0
146.0,1.0
145.0,1.0
151.0,1.0
133.0,1.0
27.0,1.0
129.0,1.0
46.0,1.0
156.0,1.0
57.0,1.0
142.0,1.0
38.0,1.0
5.0,1.0
62.0,1.0
