Episodic Rewards,Episodic Costs,Episode Lengths
1.6666666120290756,0.20000000298023224,80.0
0.09259258955717087,0.20000000298023224,54.0
0.0,0.20000000298023224,51.0
0.23148147389292717,1.0,9.0
0.18518517911434174,0.20000000298023224,58.0
0.18518517911434174,1.0,28.0
1.712962906807661,0.20000000298023224,122.0
0.046296294778585434,0.20000000298023224,76.0
0.0,0.20000000298023224,51.0
0.0,0.20000000298023224,51.0
0.0,0.20000000298023224,51.0
0.0,0.20000000298023224,51.0
0.046296294778585434,0.20000000298023224,96.0
0.046296294778585434,0.20000000298023224,52.0
1.2037036642432213,0.20000000298023224,203.0
0.0,0.20000000298023224,51.0
0.0,0.20000000298023224,51.0
0.046296294778585434,0.20000000298023224,52.0
0.046296294778585434,0.20000000298023224,52.0
0.0,0.20000000298023224,51.0
0.0,0.20000000298023224,51.0
0.0,0.20000000298023224,51.0
0.046296294778585434,0.20000000298023224,53.0
0.0,0.20000000298023224,51.0
0.09259258955717087,0.20000000298023224,54.0
0.0,0.20000000298023224,51.0
0.0,0.20000000298023224,51.0
0.0,0.20000000298023224,51.0
0.0,0.20000000298023224,51.0
0.0,0.20000000298023224,51.0
