Episodic Rewards,Episodic Costs
75.0,1.0
54.0,1.0
57.0,1.0
125.0,1.0
83.0,0.5
4.0,1.0
33.0,1.0
61.0,1.0
26.0,1.0
10.0,1.0
23.0,1.0
1.0,0.5
45.0,1.0
22.0,1.0
38.0,1.0
13.0,1.0
10.0,1.0
41.0,0.5
2.0,1.0
5.0,1.0
45.0,1.0
29.0,1.0
75.0,1.0
70.0,1.0
4.0,1.0
21.0,1.0
11.0,0.5
36.0,1.0
13.0,1.0
