Episodic Rewards,Episodic Costs
1.0,1.0
49.0,1.0
77.0,1.0
122.0,1.0
45.0,1.0
83.0,1.0
15.0,1.0
33.0,1.0
73.0,1.0
103.0,1.0
0.0,1.0
99.0,1.0
133.0,1.0
41.0,1.0
10.0,1.0
34.0,1.0
41.0,1.0
153.0,1.0
77.0,1.0
82.0,1.0
3.0,1.0
91.0,1.0
3.0,1.0
102.0,1.0
110.0,1.0
28.0,1.0
30.0,1.0
12.0,0.5
65.0,1.0
70.0,1.0
