Episodic Rewards,Episodic Costs,Episode Lengths
0.23148147389292717,1.0,26.0
0.37037035822868347,0.20000000298023224,85.0
0.6481481269001961,1.0,37.0
0.6481481269001961,0.20000000298023224,106.0
0.09259258955717087,0.20000000298023224,62.0
0.23148147389292717,0.20000000298023224,66.0
2.777777686715126,1.0,138.0
0.23148147389292717,0.20000000298023224,285.0
0.23148147389292717,0.20000000298023224,83.0
0.32407406345009804,0.20000000298023224,65.0
3.5185184255242348,1.0,123.0
0.046296294778585434,0.20000000298023224,56.0
0.046296294778585434,1.0,13.0
0.2777777686715126,1.0,11.0
0.8796296007931232,1.0,52.0
2.2685184441506863,1.0,159.0
0.9259258955717087,1.0,73.0
0.9259258955717087,0.20000000298023224,105.0
0.23148147389292717,1.0,12.0
6.111110910773277,1.0,275.0
3.5648146979510784,1.0,205.0
0.37037035822868347,1.0,74.0
0.09259258955717087,0.20000000298023224,60.0
0.18518517911434174,0.20000000298023224,75.0
0.0,1.0,1.0
0.23148147389292717,1.0,47.0
0.09259258955717087,0.20000000298023224,55.0
0.2777777686715126,1.0,62.0
0.09259258955717087,0.20000000298023224,56.0
0.2777777686715126,1.0,102.0
