Episodic Rewards,Episodic Costs
8.0,1.0
88.0,1.0
127.0,1.0
5.0,1.0
0.0,1.0
10.0,1.0
5.0,1.0
0.0,1.0
82.0,1.0
9.0,1.0
166.0,1.0
1.0,1.0
11.0,1.0
1.0,1.0
2.0,1.0
4.0,1.0
117.0,1.0
4.0,1.0
4.0,1.0
137.0,1.0
6.0,1.0
3.0,1.0
17.0,1.0
19.0,1.0
40.0,1.0
112.0,1.0
20.0,1.0
1.0,1.0
43.0,1.0
