Episodic Rewards,Episodic Costs
64.0,1.0
71.0,1.0
56.0,1.0
55.0,1.0
0.0,1.0
88.0,1.0
13.0,1.0
0.0,1.0
151.0,1.0
34.0,1.0
60.0,1.0
9.0,1.0
7.0,1.0
41.0,1.0
27.0,1.0
0.0,1.0
84.0,1.0
95.0,1.0
15.0,1.0
92.0,1.0
21.0,1.0
4.0,1.0
14.0,1.0
21.0,1.0
76.0,1.0
82.0,1.0
1.0,1.0
17.0,1.0
41.0,1.0
