Episodic Rewards,Episodic Costs
10.0,1.0
12.0,1.0
126.0,1.0
4.0,1.0
87.0,0.5
10.0,1.0
34.0,1.0
3.0,1.0
92.0,1.0
10.0,1.0
48.0,1.0
54.0,1.0
27.0,1.0
18.0,1.0
45.0,1.0
12.0,1.0
1.0,1.0
52.0,1.0
1.0,1.0
10.0,1.0
6.0,1.0
18.0,1.0
7.0,1.0
10.0,1.0
0.0,1.0
4.0,1.0
4.0,1.0
7.0,1.0
17.0,0.5
