Episodic Rewards,Episodic Costs,Episode Lengths
0.024038461968302727,1.0,14.0
0.0,1.0,12.0
0.0,1.0,9.0
0.09615384787321091,1.0,13.0
0.048076923936605453,1.0,15.0
0.024038461968302727,1.0,5.0
0.07211538590490818,0.20000000298023224,62.0
0.024038461968302727,0.20000000298023224,59.0
0.0,1.0,5.0
0.8173077050596476,1.0,51.0
0.024038461968302727,1.0,20.0
0.024038461968302727,1.0,8.0
0.024038461968302727,0.20000000298023224,52.0
0.048076923936605453,0.20000000298023224,68.0
0.0,1.0,21.0
0.048076923936605453,0.20000000298023224,69.0
0.0,1.0,10.0
0.21634615771472454,1.0,24.0
0.024038461968302727,1.0,6.0
0.0,1.0,2.0
0.07211538590490818,0.20000000298023224,71.0
0.024038461968302727,1.0,12.0
0.19230769574642181,1.0,15.0
0.09615384787321091,1.0,38.0
3.918269233778119,0.20000000298023224,103.0
0.048076923936605453,0.20000000298023224,63.0
0.024038461968302727,0.20000000298023224,65.0
0.0,1.0,7.0
0.0,1.0,20.0
0.024038461968302727,0.20000000298023224,52.0
