Episodic Rewards,Episodic Costs
3.0,0.5
76.0,1.0
17.0,1.0
87.0,1.0
0.0,1.0
47.0,0.5
31.0,1.0
10.0,0.5
1.0,1.0
34.0,1.0
24.0,0.5
26.0,1.0
47.0,1.0
5.0,1.0
8.0,1.0
38.0,1.0
79.0,1.0
60.0,1.0
3.0,1.0
0.0,1.0
35.0,1.0
13.0,0.5
19.0,1.0
34.0,1.0
48.0,0.5
1.0,1.0
34.0,1.0
53.0,1.0
5.0,1.0
13.0,1.0
