Episodic Rewards,Episodic Costs
0.0,1.0
57.0,1.0
26.0,1.0
85.0,1.0
2.0,1.0
49.0,1.0
56.0,1.0
46.0,1.0
1.0,1.0
37.0,1.0
60.0,1.0
43.0,1.0
40.0,1.0
26.0,1.0
10.0,1.0
59.0,1.0
62.0,1.0
44.0,1.0
2.0,1.0
0.0,1.0
57.0,1.0
14.0,1.0
8.0,1.0
53.0,1.0
60.0,1.0
12.0,1.0
33.0,1.0
2.0,1.0
85.0,1.0
50.0,0.5
