Episodic Rewards,Episodic Costs,Episode Lengths
0.18518517911434174,0.20000000298023224,61.0
4.8611109629273415,1.0,288.0
0.09259258955717087,0.20000000298023224,54.0
0.18518517911434174,0.20000000298023224,30.0
0.9722221903502941,0.20000000298023224,100.0
5.046296153217554,1.0,249.0
0.6481481269001961,0.20000000298023224,64.0
0.09259258955717087,0.20000000298023224,89.0
1.1111110970377922,0.20000000298023224,86.0
0.1388888843357563,0.20000000298023224,12.0
0.18518517911434174,0.20000000298023224,73.0
0.0,0.20000000298023224,51.0
0.0,0.20000000298023224,51.0
0.6481481269001961,0.20000000298023224,77.0
2.870370276272297,0.20000000298023224,197.0
0.09259258955717087,0.20000000298023224,8.0
0.0,0.20000000298023224,51.0
0.37037035822868347,0.20000000298023224,65.0
0.046296294778585434,0.20000000298023224,95.0
0.0,0.20000000298023224,51.0
0.1388888843357563,0.20000000298023224,16.0
0.5092592425644398,0.20000000298023224,83.0
0.5555555373430252,0.20000000298023224,73.0
1.8055555075407028,0.20000000298023224,144.0
0.23148147389292717,0.20000000298023224,20.0
0.23148147389292717,0.20000000298023224,75.0
0.32407406345009804,0.20000000298023224,76.0
3.0555554553866386,0.20000000298023224,217.0
0.18518517911434174,0.20000000298023224,63.0
0.0,0.20000000298023224,51.0
