Episodic Rewards,Episodic Costs
18.0,1.0
190.0,1.0
88.0,1.0
81.0,1.0
213.0,0.0
39.0,1.0
116.0,1.0
42.0,1.0
56.0,1.0
57.0,1.0
104.0,0.5
204.0,0.5
205.0,0.5
189.0,1.0
162.0,1.0
189.0,1.0
0.0,1.0
126.0,1.0
157.0,1.0
24.0,1.0
167.0,0.5
163.0,1.0
31.0,1.0
211.0,0.0
10.0,1.0
17.0,1.0
184.0,1.0
54.0,1.0
78.0,1.0
29.0,1.0
