Episodic Rewards,Episodic Costs,Episode Lengths
14.0,0.0,32
13.0,0.019999999552965164,32
7.0,0.03999999910593033,32
3.0,1.4399999901652336,17
10.0,0.8999999798834324,32
10.0,0.0,32
13.0,0.3399999924004078,32
9.0,1.2399999760091305,32
7.0,0.23999999463558197,32
10.0,0.0,32
7.0,1.7199999652802944,32
19.0,0.7199999839067459,32
8.0,0.17999999597668648,32
16.0,0.5599999874830246,32
8.0,1.3199999704957008,32
11.0,0.03999999910593033,32
8.0,0.7999999821186066,32
11.0,0.1599999964237213,32
13.0,0.5399999879300594,32
11.0,0.0,32
15.0,1.099999975413084,32
7.0,0.1599999964237213,32
10.0,0.0,32
10.0,0.7399999834597111,32
14.0,1.979999989271164,32
16.0,0.5799999870359898,32
6.0,1.5599999651312828,32
13.0,0.5999999865889549,32
14.0,0.41999999061226845,32
13.0,0.35999999195337296,32
