Episodic Rewards,Episodic Costs
20.0,0.41999999061226845
20.0,0.07999999821186066
20.0,0.07999999821186066
20.0,0.2199999950826168
20.0,0.9999999813735485
20.0,0.07999999821186066
20.0,0.35999999195337296
20.0,0.29999999329447746
20.0,0.3799999915063381
20.0,0.1599999964237213
20.0,0.09999999776482582
20.0,0.17999999597668648
20.0,0.7199999876320362
20.0,0.25999999418854713
20.0,0.05999999865889549
20.0,0.05999999865889549
20.0,0.1599999964237213
20.0,0.6199999898672104
20.0,0.1599999964237213
20.0,0.17999999597668648
20.0,0.19999999552965164
20.0,0.11999999731779099
20.0,0.19999999552965164
12.0,0.9199999794363976
20.0,0.19999999552965164
20.0,0.03999999910593033
20.0,0.11999999731779099
20.0,1.379999976605177
20.0,0.23999999463558197
