Episodic Rewards,Episodic Costs
20.0,0.11999999731779099
8.0,1.339999996125698
20.0,0.11999999731779099
20.0,0.23999999463558197
20.0,1.279999978840351
20.0,0.2199999950826168
20.0,0.2199999950826168
20.0,0.8799999840557575
20.0,0.8799999840557575
20.0,0.11999999731779099
18.0,1.2799999825656414
20.0,0.11999999731779099
9.0,1.5199999921023846
20.0,0.23999999463558197
20.0,0.47999998927116394
20.0,0.8199999891221523
20.0,0.47999998927116394
20.0,0.5799999907612801
20.0,0.2199999950826168
20.0,0.4999999888241291
20.0,0.41999999061226845
20.0,1.0399999804794788
20.0,0.13999999687075615
20.0,0.25999999418854713
20.0,0.019999999552965164
20.0,0.11999999731779099
18.0,1.059999980032444
20.0,0.29999999329447746
20.0,1.4599999748170376
