Episodic Rewards,Episodic Costs
1.0,1.9199999570846558
1.0,0.0
3.0,0.019999999552965164
1.0,1.9199999570846558
14.0,0.3999999910593033
20.0,0.23999999463558197
2.0,0.0
3.0,0.6399999856948853
13.0,0.25999999418854713
17.0,0.23999999463558197
17.0,0.23999999463558197
8.0,0.2199999950826168
1.0,0.0
17.0,0.7199999839067459
3.0,0.0
1.0,0.0
2.0,1.9199999570846558
3.0,0.6399999856948853
1.0,1.9199999570846558
18.0,0.13999999687075615
1.0,0.0
1.0,1.9199999570846558
17.0,0.11999999731779099
1.0,1.9199999570846558
4.0,0.5799999870359898
4.0,0.0
18.0,0.3799999915063381
6.0,0.0
1.0,1.9199999570846558
