Episodic Rewards,Episodic Costs
1.0,1.9199999570846558
1.0,1.9199999570846558
3.0,0.6399999856948853
17.0,0.2199999950826168
1.0,1.9199999570846558
17.0,0.1599999964237213
12.0,0.17999999597668648
4.0,0.0
3.0,0.019999999552965164
1.0,0.0
1.0,1.9199999570846558
5.0,0.0
17.0,0.3199999928474426
17.0,0.4599999897181988
18.0,0.3799999915063381
5.0,0.5799999870359898
13.0,0.3199999928474426
6.0,0.13999999687075615
15.0,0.25999999418854713
16.0,0.2799999937415123
13.0,0.29999999329447746
18.0,0.3799999915063381
3.0,0.6199999861419201
3.0,0.019999999552965164
3.0,0.5799999870359898
1.0,0.6799999848008156
16.0,0.47999998927116394
19.0,0.4399999901652336
8.0,0.4399999901652336
