Episodic Rewards,Episodic Costs
1.0,1.9199999570846558
17.0,0.47999998927116394
3.0,0.6399999856948853
19.0,0.4399999901652336
17.0,0.3199999928474426
1.0,1.9199999570846558
2.0,1.9599999599158764
3.0,0.6199999861419201
5.0,0.4999999888241291
1.0,0.0
2.0,0.0
18.0,0.35999999195337296
20.0,0.25999999418854713
0.0,1.0
14.0,0.41999999061226845
19.0,0.3999999910593033
1.0,2.559999942779541
14.0,0.23999999463558197
4.0,0.0
3.0,0.0
1.0,1.9199999570846558
1.0,1.9199999570846558
13.0,0.3999999910593033
15.0,0.3999999910593033
18.0,0.35999999195337296
2.0,0.0
3.0,0.6399999856948853
1.0,3.200000047683716
1.0,0.0
