Episodic Rewards,Episodic Costs
20.0,0.7199999876320362
20.0,0.2799999937415123
20.0,1.2199999764561653
20.0,1.1199999824166298
20.0,0.19999999552965164
20.0,1.7399999722838402
20.0,0.25999999418854713
6.0,1.119999997317791
20.0,0.9999999813735485
20.0,0.9199999831616879
20.0,0.19999999552965164
20.0,0.25999999418854713
20.0,0.6399999856948853
20.0,0.9199999868869781
20.0,0.699999988079071
20.0,0.8599999845027924
20.0,0.6599999852478504
20.0,0.8799999840557575
19.0,1.899999961256981
20.0,1.0199999809265137
20.0,1.1399999782443047
19.0,0.8199999816715717
8.0,0.5799999870359898
18.0,1.5199999772012234
20.0,1.1199999786913395
20.0,0.13999999687075615
20.0,0.17999999597668648
20.0,0.2799999937415123
18.0,0.4999999888241291
