Episodic Rewards,Episodic Costs
20.0,0.41999999061226845
20.0,0.9599999822676182
20.0,0.5999999865889549
20.0,0.4399999901652336
20.0,0.3799999915063381
20.0,0.7399999834597111
20.0,0.6199999861419201
20.0,0.939999982714653
5.0,1.0399999991059303
20.0,0.5199999883770943
20.0,0.41999999061226845
20.0,0.3999999910593033
20.0,0.8999999836087227
20.0,0.7199999839067459
20.0,0.3399999924004078
20.0,0.7799999862909317
20.0,0.3799999915063381
20.0,0.29999999329447746
20.0,0.7999999821186066
20.0,0.41999999061226845
20.0,0.3999999910593033
20.0,0.4399999901652336
12.0,0.4999999888241291
20.0,0.3199999928474426
20.0,0.6199999861419201
6.0,2.379999965429306
20.0,0.3799999915063381
20.0,0.9599999822676182
20.0,0.3399999924004078
