Episodic Rewards,Episodic Costs
1.0,1.9199999570846558
20.0,0.5199999883770943
18.0,1.219999972730875
9.0,0.7599999830126762
10.0,2.360000018030405
18.0,1.1399999745190144
20.0,0.5999999865889549
11.0,1.359999991953373
20.0,0.4399999901652336
20.0,0.3199999928474426
20.0,0.3799999915063381
20.0,0.3199999928474426
16.0,0.6399999856948853
15.0,0.4999999888241291
20.0,0.23999999463558197
20.0,0.29999999329447746
20.0,0.2799999937415123
13.0,1.7200000025331974
20.0,0.7999999821186066
20.0,0.4399999901652336
20.0,0.3799999915063381
20.0,0.29999999329447746
15.0,0.6399999856948853
7.0,1.9200000166893005
20.0,0.47999998927116394
12.0,0.25999999418854713
20.0,0.3199999928474426
20.0,0.29999999329447746
20.0,0.2199999950826168
