Episodic Rewards,Episodic Costs
1.0,0.0
14.0,0.35999999195337296
13.0,0.2799999937415123
1.0,1.9199999570846558
3.0,0.0
5.0,0.05999999865889549
13.0,0.4399999901652336
17.0,0.23999999463558197
1.0,1.9199999570846558
1.0,1.9199999570846558
18.0,0.29999999329447746
4.0,0.0
1.0,1.2799999713897705
8.0,0.4599999897181988
1.0,1.9199999570846558
2.0,1.219999972730875
1.0,0.0
19.0,0.29999999329447746
1.0,0.0
14.0,0.19999999552965164
1.0,1.9199999570846558
3.0,0.0
2.0,0.0
1.0,0.0
20.0,0.4999999888241291
15.0,0.13999999687075615
17.0,0.13999999687075615
16.0,0.3999999910593033
14.0,0.3399999924004078
