Episodic Rewards,Episodic Costs
20.0,0.3199999928474426
20.0,0.2799999937415123
20.0,0.7399999871850014
3.0,1.319999996572733
20.0,0.29999999329447746
20.0,0.6199999861419201
20.0,0.5199999883770943
20.0,0.7999999858438969
20.0,0.8199999816715717
20.0,0.3799999915063381
20.0,0.3199999928474426
20.0,0.23999999463558197
20.0,0.29999999329447746
20.0,0.3799999915063381
12.0,0.4999999888241291
20.0,0.6599999852478504
20.0,0.3999999910593033
20.0,0.2799999937415123
19.0,0.9999999850988388
20.0,0.3399999924004078
20.0,0.6999999843537807
20.0,0.19999999552965164
20.0,0.3999999910593033
11.0,0.8199999928474426
20.0,0.3799999915063381
20.0,0.19999999552965164
20.0,0.7599999830126762
20.0,0.29999999329447746
20.0,1.179999977350235
