Episodic Rewards,Episodic Costs
20.0,0.8599999807775021
20.0,0.5799999907612801
20.0,0.3799999915063381
20.0,0.35999999195337296
20.0,0.41999999061226845
20.0,0.7399999834597111
20.0,0.5799999907612801
20.0,0.4599999897181988
20.0,0.41999999061226845
20.0,0.5399999879300594
20.0,0.6999999843537807
19.0,0.7999999821186066
15.0,1.3599999696016312
20.0,0.7599999830126762
20.0,0.7399999834597111
20.0,0.6799999885261059
20.0,0.4399999901652336
20.0,0.4599999897181988
20.0,0.6799999848008156
20.0,0.3799999915063381
20.0,0.6399999856948853
15.0,1.0599999837577343
20.0,0.4599999897181988
20.0,0.3999999910593033
20.0,0.819999985396862
20.0,0.41999999061226845
20.0,0.7999999858438969
20.0,0.5799999870359898
20.0,0.6599999852478504
