Episodic Rewards,Episodic Costs
20.0,0.13999999687075615
20.0,0.11999999731779099
20.0,0.23999999463558197
20.0,0.23999999463558197
20.0,0.2199999950826168
13.0,0.11999999731779099
20.0,0.11999999731779099
20.0,0.11999999731779099
20.0,0.2199999950826168
20.0,0.0
20.0,0.11999999731779099
20.0,0.11999999731779099
20.0,0.939999982714653
20.0,0.47999998927116394
20.0,0.41999999061226845
20.0,0.11999999731779099
20.0,0.5999999865889549
20.0,0.25999999418854713
20.0,0.23999999463558197
20.0,0.23999999463558197
20.0,0.41999999061226845
20.0,0.11999999731779099
20.0,0.35999999195337296
20.0,0.5399999879300594
20.0,0.6599999852478504
20.0,0.17999999597668648
20.0,0.11999999731779099
20.0,0.1599999964237213
20.0,0.11999999731779099
