Episodic Rewards,Episodic Costs
17.0,0.2799999937415123
8.0,0.47999998927116394
1.0,0.0
18.0,0.3999999910593033
1.0,1.9199999570846558
10.0,1.0599999986588955
10.0,0.5199999883770943
18.0,0.4599999897181988
19.0,0.6799999848008156
1.0,2.559999942779541
4.0,0.5399999879300594
10.0,0.05999999865889549
1.0,1.2799999713897705
7.0,0.05999999865889549
4.0,0.019999999552965164
11.0,0.3799999915063381
16.0,0.2799999937415123
1.0,1.9199999570846558
4.0,0.11999999731779099
15.0,0.2199999950826168
1.0,1.9199999570846558
20.0,0.2199999950826168
11.0,0.07999999821186066
1.0,0.0
8.0,0.7599999830126762
13.0,0.35999999195337296
5.0,0.0
15.0,0.3799999915063381
3.0,0.6799999848008156
