Episodic Rewards,Episodic Costs
18.0,0.6199999898672104
10.0,0.7999999821186066
20.0,0.6599999852478504
20.0,0.6399999856948853
20.0,0.17999999597668648
20.0,0.9599999785423279
20.0,0.23999999463558197
20.0,0.9399999789893627
20.0,0.8599999845027924
20.0,0.8999999798834324
20.0,0.23999999463558197
20.0,0.1599999964237213
13.0,0.6599999852478504
15.0,0.5599999874830246
20.0,0.09999999776482582
20.0,0.5799999907612801
20.0,0.35999999195337296
9.0,1.939999982714653
20.0,0.13999999687075615
20.0,0.7399999834597111
20.0,0.2199999950826168
5.0,0.5399999879300594
20.0,0.1599999964237213
15.0,0.2799999937415123
14.0,0.7399999834597111
20.0,0.1599999964237213
20.0,0.3799999915063381
20.0,0.2199999950826168
20.0,0.29999999329447746
