Episodic Rewards,Episodic Costs
20.0,0.6799999885261059
8.0,0.979999978095293
20.0,0.5999999865889549
20.0,0.8799999840557575
19.0,0.11999999731779099
20.0,0.6799999848008156
13.0,0.6199999861419201
20.0,0.8599999807775021
20.0,0.2199999950826168
20.0,0.07999999821186066
12.0,0.7999999821186066
20.0,0.2799999937415123
20.0,0.29999999329447746
20.0,1.019999984651804
20.0,0.2799999937415123
20.0,0.4999999888241291
20.0,0.23999999463558197
20.0,0.41999999061226845
14.0,0.819999985396862
20.0,0.9399999864399433
20.0,0.2799999937415123
20.0,1.4399999752640724
12.0,1.0199999809265137
20.0,1.0199999809265137
20.0,0.8599999845027924
19.0,1.1799999810755253
20.0,0.09999999776482582
20.0,0.9199999831616879
20.0,0.2199999950826168
