Episodic Rewards,Episodic Costs
15.0,0.23999999463558197
15.0,0.41999999061226845
15.0,0.3799999915063381
15.0,0.4599999897181988
16.0,0.3199999928474426
20.0,0.1599999964237213
16.0,0.5199999883770943
20.0,0.13999999687075615
1.0,1.9199999570846558
18.0,0.4599999897181988
7.0,1.2599999941885471
15.0,0.2799999937415123
13.0,0.47999998927116394
17.0,0.3999999910593033
20.0,0.3799999915063381
18.0,0.41999999061226845
20.0,0.2199999950826168
17.0,0.2799999937415123
13.0,0.4599999897181988
14.0,0.17999999597668648
10.0,0.6599999852478504
14.0,0.35999999195337296
20.0,0.3399999924004078
17.0,0.23999999463558197
19.0,0.7199999839067459
2.0,1.9199999570846558
16.0,0.5399999879300594
6.0,1.1999999731779099
20.0,0.2799999937415123
