Episodic Rewards,Episodic Costs,Episode Lengths
1.0,0.0,32.0
1.0,9.600000381469727,32.0
1.0,9.600000381469727,32.0
1.0,6.400000095367432,32.0
1.0,0.0,32.0
1.0,0.0,32.0
1.0,9.600000381469727,32.0
1.0,9.600000381469727,32.0
1.0,9.600000381469727,32.0
1.0,0.0,32.0
1.0,9.600000381469727,32.0
1.0,9.600000381469727,32.0
1.0,9.600000381469727,32.0
3.0,3.200000047683716,32.0
1.0,0.0,32.0
1.0,16.0,32.0
1.0,3.200000047683716,32.0
1.0,6.400000095367432,32.0
1.0,0.0,32.0
1.0,0.0,32.0
1.0,0.6000000238418579,32.0
1.0,0.0,32.0
1.0,3.200000047683716,32.0
4.0,5.4000000804662704,32.0
1.0,6.400000095367432,32.0
1.0,6.400000095367432,32.0
3.0,3.200000047683716,32.0
1.0,9.600000381469727,32.0
1.0,9.600000381469727,32.0
1.0,9.600000381469727,32.0
