Episodic Rewards,Episodic Costs,Episode Lengths
1.0,3.200000047683716,32.0
1.0,0.0,32.0
20.0,1.1000000163912773,21.0
20.0,0.30000000447034836,20.0
17.0,1.800000011920929,18.0
20.0,1.7000000327825546,25.0
20.0,2.100000075995922,23.0
20.0,0.9000000134110451,18.0
15.0,1.7000000104308128,15.0
11.0,3.100000075995922,14.0
18.0,2.300000049173832,32.0
19.0,2.900000050663948,32.0
3.0,9.600000381469727,32.0
20.0,2.5000000819563866,22.0
20.0,0.9000000134110451,26.0
20.0,1.5000000223517418,24.0
20.0,1.0000000298023224,17.0
19.0,1.8000000268220901,32.0
20.0,0.9000000134110451,19.0
20.0,2.4000000804662704,20.0
20.0,1.4000000283122063,19.0
2.0,1.1000000014901161,3.0
20.0,0.800000011920929,18.0
20.0,0.800000011920929,18.0
20.0,0.9000000134110451,20.0
20.0,2.3000000566244125,22.0
20.0,2.600000075995922,21.0
20.0,0.9000000134110451,19.0
20.0,1.100000023841858,18.0
20.0,3.500000111758709,25.0
