Episodic Rewards,Episodic Costs
20.0,0.11999999731779099
20.0,0.019999999552965164
20.0,0.03999999910593033
20.0,0.41999999061226845
20.0,0.25999999418854713
20.0,0.23999999463558197
20.0,0.25999999418854713
20.0,0.13999999687075615
20.0,0.23999999463558197
20.0,0.41999999061226845
20.0,0.29999999329447746
20.0,0.17999999597668648
20.0,0.2199999950826168
20.0,0.3399999924004078
8.0,1.4399999678134918
15.0,1.5199999660253525
20.0,0.17999999597668648
20.0,0.1599999964237213
20.0,0.11999999731779099
20.0,0.13999999687075615
20.0,0.35999999195337296
20.0,0.07999999821186066
20.0,0.29999999329447746
17.0,1.2399999722838402
20.0,0.3999999910593033
20.0,0.3999999910593033
20.0,0.23999999463558197
20.0,0.1599999964237213
20.0,0.17999999597668648
