Episodic Rewards,Episodic Costs
20.0,0.11999999731779099
18.0,0.5999999865889549
20.0,0.17999999597668648
20.0,0.3399999924004078
1.0,1.9199999570846558
20.0,0.35999999195337296
20.0,0.19999999552965164
5.0,2.540000021457672
20.0,0.2799999937415123
18.0,0.9599999785423279
20.0,0.6999999843537807
20.0,0.19999999552965164
20.0,0.35999999195337296
20.0,0.07999999821186066
20.0,0.6199999861419201
20.0,0.2199999950826168
1.0,1.9199999570846558
20.0,0.4399999901652336
19.0,0.3999999910593033
20.0,0.17999999597668648
20.0,0.2199999950826168
20.0,0.5799999870359898
20.0,0.2199999950826168
20.0,0.3199999928474426
20.0,0.4599999897181988
20.0,0.3999999910593033
20.0,0.17999999597668648
20.0,0.23999999463558197
20.0,0.47999998927116394
