Episodic Rewards,Episodic Costs
20.0,0.25999999418854713
20.0,1.059999980032444
20.0,0.5799999870359898
20.0,0.2799999937415123
10.0,0.4999999888241291
20.0,0.5999999865889549
20.0,0.4999999888241291
20.0,0.3799999915063381
13.0,0.5999999865889549
20.0,0.9999999813735485
20.0,0.8399999849498272
20.0,0.6199999861419201
14.0,0.47999998927116394
20.0,0.3799999915063381
20.0,1.0399999804794788
20.0,0.3399999924004078
20.0,0.3799999915063381
20.0,0.3199999928474426
20.0,0.7799999825656414
19.0,0.4999999888241291
20.0,0.23999999463558197
20.0,0.2199999950826168
20.0,0.3199999928474426
20.0,0.4399999901652336
20.0,0.3399999924004078
20.0,0.3399999924004078
20.0,0.5399999879300594
20.0,0.41999999061226845
20.0,0.17999999597668648
