Episodic Rewards,Episodic Costs
20.0,0.5999999865889549
20.0,0.41999999061226845
15.0,0.9799999855458736
19.0,1.1399999782443047
20.0,0.41999999061226845
20.0,0.5999999865889549
20.0,0.7199999839067459
20.0,0.6999999843537807
20.0,0.41999999061226845
20.0,0.5399999879300594
20.0,1.2199999764561653
20.0,1.2399999760091305
20.0,0.8599999845027924
19.0,0.7199999839067459
20.0,0.699999988079071
20.0,0.4399999901652336
20.0,0.6999999843537807
14.0,1.5999999903142452
20.0,0.5199999921023846
20.0,0.41999999061226845
20.0,0.4599999897181988
20.0,0.6599999852478504
20.0,0.3999999910593033
17.0,0.979999978095293
20.0,0.6599999852478504
20.0,0.8799999840557575
20.0,0.9999999813735485
14.0,1.2799999937415123
20.0,1.0199999809265137
