Episodic Rewards,Episodic Costs
15.0,1.0399999804794788
19.0,0.6799999848008156
17.0,1.379999976605177
20.0,0.3799999915063381
20.0,0.4399999901652336
18.0,1.4599999897181988
20.0,0.8399999812245369
20.0,0.3999999910593033
20.0,0.4599999897181988
4.0,1.0999999977648258
20.0,0.4999999888241291
14.0,0.7999999858438969
20.0,0.3799999915063381
20.0,0.5599999874830246
20.0,0.5599999874830246
20.0,0.41999999061226845
20.0,0.41999999061226845
10.0,1.1999999955296516
20.0,0.4399999901652336
20.0,0.3799999915063381
20.0,0.3199999928474426
20.0,0.3799999915063381
20.0,0.3999999910593033
20.0,0.3399999924004078
20.0,1.0199999809265137
20.0,1.3799999728798866
20.0,0.41999999061226845
20.0,1.2399999760091305
20.0,0.2799999937415123
