Episodic Rewards,Episodic Costs
20.0,0.19999999552965164
17.0,0.3799999915063381
20.0,0.4399999901652336
10.0,0.3199999928474426
20.0,0.23999999463558197
14.0,0.6599999852478504
20.0,0.3399999924004078
20.0,0.699999988079071
20.0,0.2199999950826168
20.0,0.2799999937415123
20.0,0.5399999879300594
12.0,0.5199999883770943
20.0,0.4599999897181988
20.0,0.3999999910593033
20.0,0.35999999195337296
20.0,0.9599999822676182
18.0,0.5999999865889549
20.0,0.4599999897181988
18.0,0.4599999897181988
20.0,0.3199999928474426
20.0,0.41999999061226845
20.0,0.6799999885261059
19.0,0.6199999861419201
20.0,0.35999999195337296
20.0,0.4399999901652336
20.0,0.3199999928474426
20.0,0.3799999915063381
20.0,0.13999999687075615
20.0,0.29999999329447746
