Episodic Rewards,Episodic Costs
20.0,0.17999999597668648
20.0,0.07999999821186066
11.0,0.4999999888241291
20.0,0.13999999687075615
17.0,1.8800000101327896
6.0,2.9200000278651714
20.0,0.23999999463558197
20.0,0.4399999901652336
20.0,0.17999999597668648
20.0,0.13999999687075615
20.0,0.23999999463558197
20.0,0.35999999195337296
20.0,0.3799999915063381
20.0,0.03999999910593033
20.0,0.17999999597668648
20.0,0.3399999924004078
20.0,0.5399999879300594
20.0,0.2799999937415123
13.0,1.4799999929964542
1.0,1.9199999570846558
11.0,0.9599999822676182
20.0,0.3399999924004078
1.0,1.9199999570846558
20.0,0.3799999915063381
20.0,0.3799999915063381
20.0,0.19999999552965164
20.0,0.1599999964237213
13.0,1.9000000096857548
20.0,0.8599999807775021
