Episodic Rewards,Episodic Costs
20.0,0.4599999934434891
20.0,0.13999999687075615
20.0,1.1599999815225601
20.0,0.9199999831616879
20.0,0.41999999061226845
20.0,0.25999999418854713
20.0,0.41999999061226845
20.0,0.11999999731779099
20.0,0.11999999731779099
20.0,0.11999999731779099
20.0,0.11999999731779099
20.0,0.8599999882280827
20.0,0.11999999731779099
20.0,0.29999999329447746
20.0,0.19999999552965164
20.0,0.11999999731779099
20.0,0.03999999910593033
20.0,0.11999999731779099
20.0,0.2199999950826168
20.0,0.11999999731779099
20.0,0.35999999195337296
20.0,0.8199999891221523
20.0,0.47999998927116394
20.0,0.1599999964237213
18.0,0.5599999874830246
20.0,0.9199999868869781
9.0,1.1199999824166298
20.0,0.05999999865889549
20.0,0.7999999858438969
