Episodic Rewards,Episodic Costs
20.0,0.4999999888241291
20.0,0.5399999879300594
20.0,0.4599999934434891
20.0,0.5199999883770943
20.0,0.5399999879300594
20.0,0.29999999329447746
20.0,0.47999998927116394
20.0,0.29999999329447746
20.0,0.4999999888241291
20.0,0.699999988079071
20.0,0.41999999061226845
20.0,0.35999999195337296
20.0,0.6799999848008156
20.0,0.6599999852478504
16.0,0.9199999831616879
20.0,0.5999999865889549
20.0,0.5799999870359898
20.0,0.35999999195337296
20.0,0.41999999061226845
20.0,0.819999985396862
20.0,0.29999999329447746
20.0,0.35999999195337296
20.0,0.41999999061226845
20.0,0.35999999195337296
20.0,0.35999999195337296
20.0,0.5999999865889549
20.0,0.29999999329447746
15.0,0.9799999855458736
20.0,0.29999999329447746
