Episodic Rewards,Episodic Costs
20.0,0.4599999897181988
20.0,0.939999982714653
20.0,0.6799999848008156
20.0,0.47999998927116394
20.0,0.8399999812245369
19.0,0.8399999812245369
20.0,0.4599999897181988
17.0,1.2799999825656414
20.0,0.41999999061226845
20.0,0.7399999871850014
20.0,0.9999999813735485
20.0,0.47999998927116394
20.0,0.4399999901652336
20.0,0.7599999830126762
15.0,1.219999972730875
20.0,0.3199999928474426
20.0,1.279999978840351
16.0,0.9599999822676182
9.0,1.1799999959766865
20.0,0.6399999856948853
13.0,0.979999978095293
20.0,1.4799999743700027
20.0,0.4999999888241291
20.0,0.4999999888241291
20.0,0.5599999874830246
20.0,0.9599999822676182
20.0,0.41999999061226845
20.0,0.5199999883770943
15.0,1.3999999687075615
